,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa)
407,17.0,10.0,64.0,28.49,13.26,8.27,88.89,101.43
408,60.0,43.0,48.0,28.8,13.66,7.94,79.74,101.43
409,20.0,15.0,40.0,29.12,14.06,7.6,70.59,101.43
410,82.0,43.0,39.0,29.65,12.72,7.26,59.78,101.44
411,59.0,25.0,61.0,30.17,11.38,6.91,48.98,101.44
412,46.0,13.0,56.0,30.53,11.61,6.69,52.95,101.45
413,35.0,37.0,30.0,30.9,11.84,6.46,56.92,101.46
414,67.0,39.0,60.0,31.26,12.07,6.24,60.89,101.46
415,76.0,37.0,46.0,31.62,12.3,6.02,64.86,101.47
416,2.0,45.0,59.0,31.62,12.74,5.68,68.8,101.47
417,20.0,30.0,21.0,31.62,13.18,5.33,72.73,101.47
418,36.0,29.0,39.0,31.92,13.71,5.12,67.14,101.47
419,86.0,24.0,42.0,32.21,14.24,4.92,61.54,101.47
420,7.0,5.0,44.0,32.44,12.96,4.72,47.44,101.46
421,82.0,34.0,64.0,32.66,11.69,4.53,33.33,101.46
422,20.0,27.0,27.0,33.02,12.14,4.32,33.33,101.46
423,65.0,27.0,34.0,33.38,12.59,4.11,33.33,101.45
424,32.0,11.0,53.0,33.16,13.43,4.11,58.04,101.44
425,72.0,7.0,32.0,32.94,14.27,4.11,82.76,101.44
426,73.0,44.0,39.0,33.2,13.66,4.08,61.38,101.44
427,8.0,32.0,48.0,33.45,13.06,4.05,40.0,101.43
428,7.0,31.0,39.0,33.65,13.34,3.86,60.0,101.42
429,58.0,17.0,60.0,33.84,13.61,3.67,80.0,101.41
430,68.0,12.0,25.0,34.03,12.88,3.66,84.44,101.4
431,65.0,37.0,58.0,34.22,12.14,3.66,88.89,101.4
432,31.0,37.0,29.0,34.36,12.2,3.56,85.82,101.39
433,54.0,42.0,44.0,34.51,12.26,3.45,82.76,101.38
434,12.0,32.0,56.0,34.57,12.4,3.29,68.66,101.36
435,78.0,37.0,54.0,34.63,12.53,3.13,54.55,101.35
436,72.0,16.0,30.0,34.75,12.92,3.02,58.04,101.34
437,17.0,33.0,69.0,34.86,13.32,2.91,61.54,101.34
438,11.0,41.0,23.0,34.76,12.9,2.93,46.16,101.33
439,64.0,9.0,26.0,34.66,12.47,2.95,30.77,101.32
440,72.0,44.0,24.0,34.74,12.9,2.76,40.92,101.31
441,22.0,18.0,57.0,34.81,13.34,2.58,51.06,101.3
442,36.0,38.0,31.0,34.3,13.45,2.76,50.02,101.29
443,18.0,17.0,40.0,33.8,13.56,2.94,48.98,101.28
444,84.0,42.0,67.0,33.34,13.78,3.16,61.99,101.27
445,21.0,45.0,55.0,32.89,14.0,3.38,75.0,101.26
446,56.0,20.0,33.0,32.86,13.04,3.64,59.72,101.25
447,73.0,4.0,67.0,32.83,12.09,3.91,44.44,101.24
448,79.0,21.0,63.0,33.33,11.1,3.63,34.34,101.24
449,56.0,27.0,25.0,33.82,10.1,3.35,24.24,101.23
450,82.0,43.0,59.0,33.83,11.44,3.38,43.7,101.22
451,77.0,42.0,42.0,33.83,12.78,3.41,63.16,101.21
452,79.0,16.0,58.0,34.0,12.05,3.35,61.58,101.2
453,10.0,44.0,38.0,34.18,11.32,3.29,60.0,101.2
454,57.0,6.0,28.0,34.48,11.28,3.23,55.0,101.19
455,68.0,17.0,62.0,34.77,11.24,3.17,50.0,101.18
456,46.0,1.0,58.0,34.58,11.82,3.02,58.34,101.18
457,83.0,16.0,31.0,34.38,12.4,2.88,66.67,101.17
458,26.0,23.0,60.0,34.13,11.04,3.16,55.16,101.16
459,78.0,24.0,45.0,33.88,9.67,3.43,43.64,101.15
460,7.0,29.0,48.0,34.12,10.67,3.4,43.25,101.15
461,48.0,2.0,52.0,34.37,11.67,3.37,42.86,101.14
462,34.0,0.0,33.0,34.07,11.29,3.49,35.55,101.13
463,48.0,3.0,36.0,33.77,10.91,3.6,28.24,101.12
464,5.0,27.0,29.0,33.76,11.01,3.53,36.97,101.12
465,15.0,36.0,37.0,33.76,11.12,3.46,45.7,101.11
466,48.0,2.0,59.0,33.76,11.22,3.39,54.43,101.1
467,48.0,41.0,21.0,33.75,11.32,3.32,63.16,101.1
468,74.0,24.0,25.0,33.55,12.22,3.34,86.12,101.09
469,10.0,42.0,35.0,33.35,13.11,3.36,109.09,101.08
470,23.0,0.0,58.0,33.39,11.93,3.13,76.37,101.08
471,35.0,3.0,53.0,33.42,10.76,2.9,43.64,101.08
472,74.0,3.0,42.0,33.54,10.62,3.06,48.48,101.07
473,17.0,16.0,57.0,33.67,10.48,3.21,53.33,101.07
474,37.0,4.0,31.0,33.72,10.03,3.3,51.16,101.07
475,77.0,6.0,59.0,33.77,9.58,3.39,48.98,101.07
476,44.0,2.0,53.0,33.77,9.23,3.53,49.49,101.06
477,62.0,8.0,55.0,33.77,8.88,3.66,50.0,101.06
478,70.0,24.0,41.0,33.76,9.76,3.35,52.28,101.05
479,19.0,2.0,27.0,33.74,10.63,3.04,54.55,101.04
480,9.0,44.0,66.0,33.72,10.18,3.22,56.56,101.04
481,50.0,35.0,37.0,33.7,9.73,3.41,58.56,101.04
482,65.0,41.0,63.0,33.67,9.28,3.6,60.56,101.03
483,9.0,24.0,20.0,33.65,8.83,3.78,62.57,101.03
484,42.0,10.0,35.0,33.45,9.21,3.68,64.58,101.03
485,22.0,17.0,69.0,33.25,9.59,3.58,66.58,101.02
486,57.0,17.0,55.0,33.04,9.97,3.49,68.59,101.02
487,25.0,44.0,25.0,32.84,10.35,3.39,70.59,101.02
488,25.0,34.0,51.0,32.75,10.32,3.4,65.77,101.02
489,16.0,16.0,52.0,32.66,10.3,3.4,60.94,101.02
490,79.0,45.0,27.0,32.56,10.27,3.4,56.12,101.02
491,84.0,7.0,25.0,32.47,10.24,3.41,51.3,101.02
492,2.0,31.0,29.0,32.38,10.21,3.42,46.47,101.01
493,33.0,26.0,28.0,32.29,10.18,3.42,41.65,101.01
494,80.0,29.0,31.0,32.19,10.16,3.42,36.82,101.01
495,86.0,34.0,36.0,32.1,10.13,3.43,32.0,101.01
496,30.0,24.0,60.0,31.95,10.05,3.66,31.37,101.01
497,86.0,27.0,46.0,31.8,9.97,3.89,30.75,101.02
498,1.0,18.0,37.0,31.66,9.9,4.12,30.12,101.02
499,45.0,7.0,26.0,31.51,9.82,4.34,29.49,101.02
500,53.0,6.0,20.0,31.36,9.74,4.57,28.87,101.03
501,39.0,34.0,34.0,31.21,9.66,4.8,28.24,101.03
502,2.0,20.0,24.0,30.98,8.92,5.4,34.81,101.02
503,50.0,23.0,24.0,30.76,8.18,6.0,41.38,101.02
504,41.0,5.0,60.0,30.55,8.91,5.78,34.48,101.02
505,76.0,7.0,25.0,30.34,9.65,5.56,27.59,101.03
506,11.0,7.0,30.0,30.18,9.0,5.58,31.7,101.03
507,59.0,5.0,44.0,30.02,8.36,5.61,35.82,101.03
508,80.0,43.0,33.0,29.8,8.19,5.9,31.24,101.04
509,21.0,36.0,35.0,29.58,8.02,6.19,26.67,101.04
510,37.0,16.0,25.0,29.35,7.84,6.48,22.1,101.05
511,20.0,35.0,59.0,29.13,7.67,6.77,17.52,101.06
512,74.0,7.0,43.0,28.82,6.8,7.57,19.02,101.06
513,52.0,19.0,34.0,28.52,5.93,8.37,20.51,101.06
514,17.0,26.0,66.0,28.24,6.37,8.67,18.37,101.06
515,20.0,37.0,45.0,27.97,6.81,8.97,16.22,101.07
516,31.0,2.0,22.0,27.86,6.76,8.16,14.93,101.07
517,5.0,43.0,23.0,27.76,6.7,7.35,13.64,101.07
518,61.0,1.0,32.0,27.68,6.62,6.88,14.61,101.07
519,70.0,35.0,29.0,27.61,6.55,6.41,15.58,101.07
520,62.0,28.0,39.0,27.42,5.68,6.67,14.68,101.06
521,55.0,40.0,33.0,27.23,4.82,6.93,13.79,101.06
522,65.0,14.0,56.0,26.97,5.44,7.48,13.68,101.06
523,83.0,33.0,59.0,26.71,6.06,8.02,13.56,101.06
524,52.0,7.0,47.0,26.63,5.78,8.32,19.55,101.07
525,40.0,44.0,58.0,26.55,5.5,8.63,25.53,101.08
526,87.0,0.0,69.0,26.44,5.54,8.72,22.29,101.08
527,77.0,17.0,20.0,26.32,5.59,8.81,19.05,101.09
528,74.0,7.0,50.0,26.12,5.04,9.0,21.06,101.1
529,36.0,14.0,55.0,25.93,4.49,9.18,23.08,101.11
530,3.0,1.0,32.0,25.96,4.82,9.11,18.1,101.12
531,12.0,42.0,53.0,26.0,5.15,9.04,13.11,101.13
532,54.0,26.0,33.0,26.05,5.56,8.93,13.87,101.14
533,32.0,45.0,54.0,26.1,5.96,8.81,14.63,101.14
534,28.0,24.0,37.0,26.05,5.85,8.85,15.65,101.15
535,89.0,41.0,57.0,26.0,5.74,8.88,16.67,101.15
536,60.0,21.0,59.0,25.92,5.82,9.12,20.84,101.16
537,55.0,19.0,29.0,25.85,5.9,9.35,25.0,101.16
538,85.0,35.0,27.0,25.72,6.46,9.66,28.94,101.18
539,80.0,38.0,64.0,25.6,7.02,9.97,32.88,101.19
540,74.0,32.0,20.0,25.54,6.42,10.24,24.18,101.2
541,24.0,5.0,66.0,25.49,5.83,10.5,15.48,101.2
542,29.0,43.0,60.0,25.43,5.92,10.95,19.39,101.2
543,49.0,41.0,31.0,25.37,6.0,11.4,23.3,101.21
544,43.0,18.0,39.0,25.14,5.29,11.9,26.84,101.22
545,5.0,28.0,62.0,24.91,4.58,12.4,30.38,101.22
546,71.0,14.0,67.0,24.66,4.2,12.8,27.96,101.22
547,49.0,24.0,45.0,24.4,3.83,13.2,25.53,101.23
548,40.0,10.0,32.0,24.4,4.31,13.39,27.22,101.23
549,21.0,23.0,28.0,24.4,4.8,13.58,28.92,101.23
550,17.0,11.0,40.0,24.26,4.7,14.26,28.74,101.24
551,13.0,31.0,35.0,24.13,4.59,14.94,28.57,101.24
552,59.0,28.0,32.0,24.04,4.44,15.38,28.08,101.25
553,63.0,38.0,35.0,23.95,4.28,15.81,27.59,101.26
554,82.0,26.0,58.0,23.87,4.97,16.02,25.44,101.26
555,75.0,12.0,25.0,23.79,5.67,16.23,23.3,101.27
556,57.0,31.0,66.0,23.65,4.76,16.53,16.92,101.27
557,83.0,21.0,62.0,23.51,3.84,16.83,10.53,101.27
558,39.0,45.0,61.0,23.47,4.2,16.6,15.1,101.27
559,65.0,23.0,23.0,23.43,4.56,16.38,19.67,101.27
560,54.0,38.0,63.0,23.22,3.87,16.54,20.84,101.27
561,10.0,28.0,61.0,23.01,3.19,16.69,22.02,101.27
562,8.0,27.0,53.0,23.06,4.66,16.48,25.13,101.26
563,28.0,29.0,47.0,23.11,6.14,16.28,28.24,101.26
564,19.0,33.0,31.0,23.0,5.27,16.45,25.03,101.26
565,70.0,28.0,24.0,22.89,4.4,16.63,21.82,101.26
566,31.0,12.0,32.0,22.64,3.53,16.92,19.42,101.26
567,83.0,22.0,61.0,22.39,2.66,17.22,17.02,101.27
568,6.0,41.0,56.0,22.36,3.54,17.12,22.3,101.27
569,29.0,11.0,29.0,22.33,4.43,17.01,27.59,101.27
570,72.0,24.0,46.0,22.3,4.28,16.97,18.29,101.28
571,14.0,27.0,60.0,22.27,4.14,16.92,8.99,101.28
572,31.0,23.0,70.0,22.2,4.68,17.72,17.12,101.28
573,7.0,17.0,57.0,22.12,5.22,18.52,25.26,101.28
574,34.0,11.0,25.0,22.08,5.56,19.08,24.17,101.28
575,39.0,9.0,57.0,22.03,5.9,19.64,23.08,101.28
576,88.0,15.0,52.0,21.72,5.26,21.18,23.3,101.28
577,12.0,44.0,42.0,21.41,4.61,22.71,23.53,101.28
578,90.0,29.0,53.0,21.23,4.76,23.61,23.88,101.28
579,26.0,22.0,35.0,21.05,4.91,24.51,24.24,101.28
580,11.0,27.0,25.0,21.11,5.34,24.38,18.75,101.28
581,74.0,17.0,23.0,21.17,5.78,24.25,13.26,101.28
582,71.0,15.0,23.0,21.13,5.68,23.97,19.18,101.28
583,43.0,43.0,32.0,21.1,5.57,23.7,25.09,101.28
584,84.0,32.0,34.0,21.06,5.46,23.42,31.01,101.27
585,44.0,19.0,31.0,21.02,5.36,23.14,36.92,101.27
586,42.0,24.0,20.0,20.85,5.29,23.42,35.01,101.27
587,20.0,37.0,57.0,20.67,5.22,23.69,33.1,101.26
588,36.0,17.0,22.0,20.5,5.15,23.96,31.18,101.26
589,26.0,2.0,32.0,20.33,5.08,24.24,29.27,101.26
590,20.0,44.0,55.0,20.29,5.39,24.1,31.78,101.25
591,11.0,41.0,21.0,20.25,5.7,23.97,34.29,101.24
592,49.0,19.0,47.0,20.19,5.59,23.94,32.86,101.24
593,49.0,16.0,25.0,20.13,5.49,23.91,31.43,101.24
594,39.0,37.0,33.0,20.07,5.38,23.88,30.0,101.24
595,83.0,32.0,22.0,19.9,5.49,24.06,30.79,101.24
596,40.0,34.0,55.0,19.74,5.6,24.25,31.58,101.23
597,2.0,25.0,22.0,19.66,5.41,24.32,29.12,101.24
598,85.0,24.0,25.0,19.58,5.22,24.4,26.67,101.24
599,35.0,20.0,61.0,19.34,5.11,25.15,26.97,101.24
600,36.0,32.0,60.0,19.1,4.99,25.9,27.27,101.23
601,75.0,31.0,44.0,19.09,4.9,25.85,23.55,101.22
602,71.0,12.0,33.0,19.08,4.81,25.81,19.83,101.22
603,81.0,28.0,37.0,19.01,5.31,25.6,24.73,101.21
604,18.0,36.0,49.0,18.94,5.81,25.39,29.63,101.2
605,21.0,25.0,46.0,18.96,6.35,24.76,33.56,101.2
606,46.0,19.0,42.0,18.99,6.89,24.14,37.5,101.19
607,60.0,25.0,40.0,19.02,6.92,23.64,36.66,101.18
608,12.0,28.0,32.0,19.04,6.96,23.13,35.82,101.17
609,13.0,0.0,60.0,18.98,6.69,22.65,32.72,101.17
610,82.0,11.0,20.0,18.93,6.42,22.17,29.63,101.17
611,27.0,41.0,59.0,18.99,7.08,21.66,34.82,101.16
612,9.0,2.0,62.0,19.06,7.75,21.14,40.0,101.15
613,62.0,7.0,68.0,19.07,8.25,20.74,43.08,101.15
614,82.0,31.0,30.0,19.08,8.76,20.33,46.15,101.14
615,51.0,35.0,52.0,19.02,9.11,20.26,43.42,101.14
616,61.0,0.0,53.0,18.95,9.46,20.18,40.68,101.13
617,89.0,12.0,34.0,18.78,8.87,20.86,41.03,101.12
618,56.0,5.0,39.0,18.61,8.28,21.54,41.38,101.12
619,13.0,37.0,28.0,18.52,8.2,21.96,41.2,101.12
620,19.0,38.0,51.0,18.44,8.11,22.38,41.03,101.12
621,90.0,22.0,27.0,18.35,8.02,22.81,40.86,101.12
622,60.0,41.0,20.0,18.26,7.94,23.23,40.68,101.12
623,39.0,7.0,56.0,18.38,8.78,22.28,48.91,101.12
624,72.0,15.0,43.0,18.49,9.61,21.32,57.14,101.11
625,90.0,37.0,57.0,18.52,8.89,20.45,51.64,101.1
626,44.0,34.0,36.0,18.55,8.17,19.59,46.15,101.1
627,73.0,19.0,42.0,18.54,8.12,19.21,46.6,101.1
628,71.0,27.0,69.0,18.52,8.07,18.83,47.06,101.1
629,55.0,36.0,47.0,18.4,8.48,19.38,42.58,101.1
630,70.0,7.0,39.0,18.28,8.88,19.93,38.1,101.11
631,35.0,25.0,66.0,18.04,8.34,20.98,40.11,101.12
632,25.0,33.0,45.0,17.8,7.8,22.04,42.11,101.12
633,26.0,14.0,61.0,17.65,7.35,22.72,38.2,101.12
634,53.0,36.0,24.0,17.5,6.9,23.41,34.29,101.11
635,86.0,3.0,51.0,17.38,6.46,23.49,36.5,101.11
636,2.0,5.0,65.0,17.27,6.02,23.57,38.71,101.11
637,28.0,21.0,48.0,17.28,5.9,22.52,34.17,101.11
638,15.0,37.0,53.0,17.29,5.79,21.48,29.63,101.11
639,36.0,17.0,62.0,17.37,6.48,20.2,39.82,101.11
640,35.0,34.0,34.0,17.45,7.16,18.92,50.0,101.11
641,54.0,22.0,59.0,17.56,7.51,18.41,51.66,101.11
642,72.0,25.0,50.0,17.68,7.86,17.9,53.33,101.11
643,86.0,44.0,48.0,17.7,8.14,17.65,51.66,101.11
644,34.0,14.0,37.0,17.71,8.42,17.4,50.0,101.11
645,36.0,29.0,54.0,17.55,8.48,17.57,48.08,101.11
646,55.0,23.0,70.0,17.38,8.53,17.74,46.15,101.11
647,42.0,7.0,34.0,17.29,8.62,17.83,46.77,101.12
648,28.0,40.0,44.0,17.21,8.72,17.92,47.38,101.12
649,44.0,37.0,46.0,17.12,8.81,18.01,48.0,101.13
650,5.0,28.0,30.0,16.96,8.04,18.41,44.69,101.14
651,42.0,9.0,56.0,16.81,7.27,18.81,41.38,101.14
652,81.0,15.0,22.0,16.89,7.72,18.82,41.56,101.14
653,4.0,33.0,53.0,16.96,8.18,18.84,41.74,101.15
654,63.0,28.0,21.0,17.04,8.63,18.86,41.93,101.16
655,3.0,26.0,20.0,17.12,9.08,18.87,42.11,101.16
656,88.0,41.0,64.0,17.03,8.34,19.08,42.88,101.17
657,10.0,40.0,53.0,16.94,7.59,19.28,43.64,101.18
658,35.0,24.0,35.0,16.76,7.64,19.88,41.18,101.18
659,19.0,23.0,36.0,16.59,7.68,20.48,38.71,101.19
660,70.0,9.0,39.0,16.55,8.0,20.8,40.04,101.2
661,34.0,37.0,38.0,16.51,8.32,21.12,41.38,101.2
662,61.0,41.0,64.0,16.33,7.72,21.62,40.04,101.2
663,40.0,38.0,58.0,16.14,7.11,22.11,38.71,101.21
664,70.0,32.0,64.0,16.0,7.81,22.56,35.8,101.22
665,26.0,37.0,65.0,15.85,8.51,23.01,32.88,101.23
666,31.0,24.0,48.0,15.77,7.04,23.2,35.19,101.24
667,74.0,2.0,43.0,15.69,5.58,23.38,37.5,101.26
668,30.0,25.0,53.0,15.89,6.3,22.62,37.5,101.26
669,47.0,2.0,33.0,16.09,7.02,21.85,37.5,101.27
670,14.0,8.0,51.0,16.4,7.78,21.06,43.24,101.26
671,88.0,41.0,45.0,16.72,8.54,20.26,48.98,101.26
672,52.0,7.0,66.0,16.99,7.71,20.1,39.88,101.26
673,66.0,2.0,58.0,17.26,6.88,19.94,30.77,101.26
674,44.0,23.0,60.0,17.7,7.0,19.34,31.6,101.27
675,74.0,1.0,49.0,18.15,7.11,18.75,32.43,101.28
676,89.0,29.0,40.0,18.73,6.4,17.99,31.8,101.28
677,32.0,29.0,54.0,19.31,5.68,17.24,31.17,101.29
678,33.0,8.0,59.0,19.94,5.95,16.27,26.7,101.3
679,55.0,28.0,44.0,20.57,6.22,15.31,22.22,101.31
680,5.0,35.0,30.0,21.18,6.58,14.57,27.19,101.32
681,84.0,5.0,33.0,21.8,6.94,13.83,32.16,101.33
682,30.0,27.0,34.0,22.41,7.3,13.09,37.14,101.34
683,81.0,12.0,48.0,23.02,7.66,12.35,42.11,101.35
684,66.0,37.0,50.0,23.67,9.46,11.86,43.28,101.36
685,56.0,40.0,33.0,24.32,11.25,11.37,44.44,101.37
686,89.0,44.0,68.0,24.96,11.07,10.36,46.71,101.37
687,43.0,14.0,41.0,25.6,10.88,9.34,48.98,101.37
688,52.0,45.0,26.0,26.06,10.28,8.85,48.98,101.38
689,40.0,24.0,32.0,26.52,9.69,8.36,48.98,101.39
690,35.0,43.0,67.0,27.06,8.54,8.13,42.14,101.4
691,65.0,14.0,28.0,27.59,7.4,7.9,35.29,101.4
692,30.0,37.0,30.0,28.14,8.4,6.9,36.39,101.41
693,63.0,41.0,43.0,28.69,9.4,5.91,37.5,101.42
694,58.0,25.0,68.0,29.15,9.31,5.4,41.82,101.43
695,45.0,41.0,49.0,29.61,9.22,4.88,46.15,101.43
696,19.0,28.0,55.0,29.88,11.43,4.65,55.5,101.43
697,2.0,13.0,43.0,30.14,13.64,4.42,64.86,101.43
698,37.0,3.0,62.0,30.54,15.46,4.0,66.72,101.43
699,71.0,34.0,38.0,30.95,17.28,3.57,68.57,101.43
700,30.0,19.0,55.0,31.38,17.39,3.64,65.86,101.44
701,55.0,19.0,70.0,31.8,17.5,3.7,63.16,101.45
702,6.0,21.0,49.0,31.78,17.3,3.57,62.76,101.45
703,74.0,0.0,58.0,31.77,17.1,3.44,62.35,101.45
704,8.0,6.0,57.0,31.76,16.91,3.31,61.94,101.45
705,21.0,36.0,49.0,31.74,16.71,3.18,61.54,101.45
706,66.0,24.0,61.0,32.4,18.0,2.96,72.15,101.45
707,88.0,24.0,42.0,33.06,19.28,2.74,82.76,101.45
708,66.0,36.0,50.0,32.97,18.8,2.66,87.54,101.44
709,61.0,25.0,31.0,32.87,18.32,2.58,92.31,101.43
710,81.0,31.0,43.0,32.99,18.46,2.55,100.7,101.43
711,53.0,4.0,42.0,33.11,18.6,2.53,109.09,101.43
712,57.0,36.0,27.0,33.34,21.9,2.51,106.72,101.44
713,12.0,9.0,29.0,33.57,25.2,2.5,104.35,101.44
714,84.0,38.0,48.0,34.0,23.73,2.54,98.33,101.43
715,68.0,7.0,49.0,34.44,22.26,2.59,92.31,101.42
716,1.0,8.0,63.0,34.4,23.68,2.24,100.7,101.4
717,65.0,29.0,67.0,34.37,25.11,1.9,109.09,101.39
718,48.0,5.0,45.0,34.41,23.62,1.92,102.54,101.39
719,67.0,8.0,26.0,34.45,22.12,1.93,96.0,101.39
720,71.0,28.0,43.0,34.67,20.83,1.91,85.5,101.38
721,51.0,25.0,34.0,34.9,19.54,1.89,75.0,101.38
722,30.0,35.0,51.0,34.7,20.18,1.82,85.5,101.36
723,2.0,22.0,46.0,34.49,20.82,1.75,96.0,101.35
724,37.0,30.0,63.0,34.98,18.22,1.69,86.71,101.34
725,43.0,37.0,32.0,35.48,15.62,1.64,77.42,101.34
726,50.0,29.0,56.0,35.34,17.87,1.58,80.09,101.34
727,17.0,3.0,46.0,35.21,20.12,1.52,82.76,101.33
728,90.0,35.0,32.0,35.16,19.2,1.32,77.74,101.32
729,23.0,8.0,60.0,35.12,18.28,1.12,72.73,101.32
730,22.0,9.0,69.0,34.67,18.45,1.44,80.81,101.32
731,37.0,34.0,66.0,34.23,18.62,1.77,88.89,101.31
732,37.0,2.0,56.0,33.94,17.87,1.86,84.44,101.3
733,89.0,25.0,42.0,33.64,17.12,1.95,80.0,101.3
734,38.0,41.0,37.0,33.12,16.57,2.01,78.71,101.29
735,88.0,21.0,29.0,32.59,16.02,2.07,77.42,101.28
736,12.0,28.0,37.0,32.66,15.63,2.25,81.56,101.27
737,48.0,20.0,49.0,32.72,15.24,2.43,85.71,101.26
738,87.0,0.0,44.0,33.04,16.0,2.04,87.3,101.25
739,80.0,11.0,22.0,33.36,16.75,1.66,88.89,101.24
740,62.0,29.0,68.0,33.53,17.95,1.4,94.44,101.24
741,46.0,22.0,42.0,33.71,19.15,1.14,100.0,101.24
742,88.0,9.0,57.0,33.86,19.5,1.1,88.71,101.23
743,22.0,11.0,38.0,34.0,19.85,1.05,77.42,101.22
744,19.0,27.0,63.0,33.9,18.64,1.04,81.56,101.21
745,33.0,20.0,39.0,33.8,17.43,1.04,85.71,101.2
746,68.0,40.0,60.0,33.67,15.26,1.16,81.56,101.19
747,49.0,44.0,50.0,33.54,13.1,1.27,77.42,101.18
748,6.0,38.0,25.0,33.68,14.14,1.48,73.0,101.17
749,10.0,23.0,63.0,33.82,15.17,1.68,68.57,101.16
750,8.0,1.0,26.0,33.63,15.76,1.68,75.66,101.16
751,20.0,44.0,24.0,33.44,16.36,1.69,82.76,101.16
752,39.0,31.0,20.0,33.38,14.92,1.66,78.88,101.16
753,28.0,41.0,55.0,33.31,13.47,1.63,75.0,101.15
754,58.0,17.0,61.0,33.3,13.26,1.38,59.32,101.15
755,47.0,1.0,36.0,33.29,13.04,1.14,43.64,101.14
756,90.0,17.0,31.0,33.02,13.31,1.32,51.82,101.13
757,3.0,2.0,39.0,32.76,13.58,1.5,60.0,101.12
758,88.0,41.0,30.0,32.78,12.74,1.39,63.34,101.12
759,85.0,6.0,53.0,32.79,11.9,1.28,66.67,101.11
760,75.0,27.0,56.0,32.92,13.06,1.28,65.76,101.1
761,38.0,3.0,30.0,33.04,14.22,1.29,64.86,101.1
762,49.0,3.0,43.0,33.02,13.7,1.3,61.7,101.1
763,68.0,35.0,69.0,33.01,13.17,1.31,58.54,101.1
764,69.0,21.0,55.0,33.07,14.06,1.04,61.7,101.1
765,51.0,43.0,50.0,33.13,14.94,0.76,64.86,101.09
766,48.0,18.0,23.0,33.08,14.24,0.7,66.72,101.08
767,53.0,2.0,29.0,33.02,13.54,0.64,68.57,101.08
768,22.0,13.0,43.0,32.92,13.76,0.74,67.62,101.07
769,15.0,9.0,69.0,32.82,13.97,0.85,66.67,101.07
770,41.0,32.0,64.0,32.77,12.74,1.14,61.24,101.06
771,79.0,31.0,20.0,32.72,11.52,1.42,55.81,101.06
772,33.0,24.0,58.0,32.63,11.7,1.28,66.62,101.06
773,50.0,31.0,68.0,32.54,11.87,1.14,77.42,101.06
774,30.0,27.0,27.0,32.6,11.11,1.0,64.24,101.06
775,46.0,40.0,63.0,32.65,10.35,0.86,51.06,101.05
776,71.0,5.0,20.0,32.45,12.54,0.86,61.9,101.04
777,78.0,45.0,29.0,32.25,14.72,0.86,72.73,101.04
778,73.0,19.0,49.0,32.22,13.81,0.84,67.94,101.04
779,14.0,4.0,50.0,32.19,12.9,0.81,63.16,101.04
780,59.0,20.0,51.0,32.17,13.03,0.7,66.88,101.04
781,15.0,38.0,58.0,32.15,13.16,0.59,70.59,101.03
782,81.0,21.0,60.0,32.06,11.1,0.89,61.96,101.02
783,54.0,42.0,63.0,31.97,9.05,1.19,53.33,101.02
784,60.0,34.0,33.0,31.84,10.41,1.06,56.66,101.02
785,42.0,1.0,29.0,31.72,11.77,0.93,60.0,101.01
786,49.0,10.0,35.0,31.64,11.86,1.04,57.9,101.0
787,55.0,27.0,24.0,31.57,11.95,1.16,55.81,101.0
788,43.0,27.0,36.0,31.52,11.64,1.3,58.68,101.0
789,48.0,16.0,42.0,31.47,11.32,1.43,61.54,101.0
790,35.0,32.0,50.0,31.37,11.38,1.42,60.04,101.0
791,76.0,17.0,35.0,31.27,11.44,1.42,58.54,101.01
792,20.0,37.0,47.0,31.06,11.32,1.26,63.55,101.0
793,5.0,20.0,48.0,30.84,11.2,1.1,68.57,101.0
794,48.0,4.0,60.0,30.68,11.05,1.24,65.38,101.0
795,53.0,27.0,23.0,30.52,10.9,1.38,62.19,101.0
796,18.0,11.0,58.0,30.36,10.76,1.52,59.0,101.0
797,71.0,24.0,25.0,30.2,10.61,1.66,55.81,101.0
798,7.0,2.0,62.0,29.96,10.67,2.06,55.18,101.0
799,89.0,22.0,34.0,29.72,10.73,2.47,54.55,101.01
800,85.0,11.0,23.0,29.55,10.91,2.62,52.28,101.02
801,71.0,41.0,68.0,29.38,11.09,2.76,50.0,101.02
802,85.0,26.0,30.0,29.08,11.83,2.76,51.08,101.02
803,2.0,37.0,55.0,28.78,12.57,2.77,52.17,101.02
804,29.0,36.0,52.0,28.58,11.84,2.65,51.08,101.02
805,60.0,18.0,48.0,28.39,11.11,2.53,50.0,101.03
806,46.0,21.0,23.0,28.18,10.69,2.53,46.82,101.04
807,89.0,10.0,51.0,27.96,10.27,2.53,43.64,101.04
808,76.0,20.0,49.0,27.7,9.77,2.74,39.73,101.05
809,72.0,36.0,23.0,27.45,9.28,2.95,35.82,101.06
810,18.0,15.0,29.0,27.18,8.56,3.27,34.76,101.06
811,29.0,9.0,47.0,26.9,7.84,3.59,33.7,101.06
812,56.0,20.0,45.0,26.62,7.12,3.91,32.64,101.05
813,59.0,39.0,34.0,26.35,6.4,4.23,31.58,101.05
814,45.0,42.0,65.0,26.11,6.04,4.93,30.42,101.05
815,31.0,2.0,64.0,25.87,5.68,5.63,29.27,101.05
